name,place_id,price_level,rating,user_ratings_total,meal_delivery,meal_takeaway,restaurant,bar,cafe,id,user,is_elite,rank,text,stars,value_date,unit_date,days_ago,covid_month,is_covid 
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ09PSHhnRRAB,Anthony Galloppo,1,1,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ0pPdTl3RRAB,Ilaria Salvo,0,1,,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUNVZ2UtUjBRRRAB,Marco Guadagnini,0,27,(Translated by Google) Always great. Coffee UNBEATABLE! (Original) Sempre ottimo. Caffè INSUPERABILE!,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSUNVZ2NEOFRnEAE,Giorgio Marinaccio,0,8,,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ0wzZDFBRRAB,Maria Savinelli,0,194,(Translated by Google) Good coffee and sweets. Service extremely unfriendly (Original) Buono il caffè e i dolcetti . Servizio oltremodo scortese,3,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSUNVZ3NyUlNnEAE,Maria Cristina Pastore,0,0,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ01uLUVREAE,Claudio Conte,1,1,(Translated by Google) Positive personal experience very kind pizza and very good first courses Excellent desserts from their pastry shop We will certainly return with friends too (Original) Esperienza positiva personale gentilissimo pizza …,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ01tRWF3EAE,Roberto Consoli,0,82,(Translated by Google) fantastic dishes typical Neapolitan pizza pastry outstanding 10 honors (Original) Piatti tipici napoletani fantastici pizza eccezionale pasticceria 10 e lode,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUNVeE96RXR3RRAB,Lucrezia Frigione,1,8,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ0tQdEtREAE,Łukasz Cygan,1,2,I would give 6 stars if I could,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ0wyblBnEAE,Іванна Фербей,1,1,,3,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURray1TQ1l3EAE,Landolfo Susenna,1,2,(Translated by Google) I'm ecstatic (Original) Sono estasiato,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURrN2FTQlp3EAE,Nicola Serratore,0,61,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ0szVDFRRRAB,Barbara Lodetti,0,2,,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ0puRWZREAE,Alice Azario,0,158,,3,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURraWRTUHZRRRAB,sylvain callot,0,17,"(Translated by Google) Excellent in quality, quantity and welcome (Original) Excellent en qualité, quantité et accueil",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ1BITUh3EAE,Roberto Russo,1,1,(Translated by Google) Ok it feels like home. Very hospitable and friendly staff (Original) Ok sembra di essere a casa. Personale molto ospitale e cordiale,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSUNFNGVuQ09BEAE,Anna Vasi,1,5,"(Translated by Google) I am from Milan, but deeply in love with Naples, I love their cuisine and the energy of the Neapolitans, in Milan I found all this in this place, the Neapolitan doc owner, fantastic foods, but if you want to cancel …",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSUNFNGJLTkpREAE,angelo gucciardo,1,4,"(Translated by Google) Sciuscià a mare is a guarantee Pippo and his staff, they put you at ease, with their cordiality and sympathy, it's like being at home The proposed menu is typical of the Neapolitan earth, not to mention some really …",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ1BuaWh3RRAB,Salvatore Esposito,0,9,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ0pIQ09REAE,irene chiocchia,0,0,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ01uazRBRRAB,Felice Stringile,0,43,(Translated by Google) The true Neapolitan tradition those who go to Milan must stop at Sciuscia ' (Original) La vera tradizione napoletana chi va Milano si deve fermare da Sciuscia',5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ01YNEdnEAE,Antonella Adelfio,1,2,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ0lPaU53EAE,Attilio Frassoni,1,6,"(Translated by Google) Excellent Neapolitan pizza. Oeraonslw very kind. Unfortunately, a lot of noise. (Original) Ottima pizza napoletana. Oeraonslw molto gentile. Purtroppo molto rumore.",4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ04yR2d3RRAB,Ale P,1,68,(Translated by Google) First good and abundant at an honest price (Original) Primi buoni e abbondanti ad un prezzo onesto,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ05Xakl3EAE,ENRICO. FARI,0,189,(Translated by Google) The place is very nice and the waiters are very welcoming and can immediately make you feel at ease. The dishes are excellent .. nothing to say ... the only problem is that they are a bit heavy. The pizza really puts …,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUM0cklTN2hRRRAB,Viviana Macchiavello,1,12,"(Translated by Google) Good is good, but the service leaves something to be desired: When you go to the pastry shop it is to satisfy a little pleasure and the service must be accompanied by a smile and a friendly behavior, otherwise what a …",1,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSUM0elBTdUN3EAE,Mauro De Nittis,1,25,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ1BtUlVnEAE,Salvatore Capodieci,0,56,(Translated by Google) Great babba kind person (Original) Ottimo babba persona gentile,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUM0OEpXWGhBRRAB,Federico Salaro,0,0,,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUM0b0t2eHVRRRAB,Daniele Serra,0,14,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ0ozWUxnEAE,S N,0,88,"Love all about this place; staff, food, price...",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURZNzRhTVdBEAE,Giovanni Albini,0,1,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ0xtOG9nRRAB,Gius Vora,0,27,"(Translated by Google) Great coffee, very nice bartender. The desserts are also good. (Original) Ottimo il caffè, barista simpaticissimo. Buone anche i dolci.",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ0tXN1FBEAE,Cem Berksoy,0,119,Very good quality napoletan pastry shop and nice napoletan coffee,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURZODdpTGdnRRAB,Serena Murru,1,8,"(Translated by Google) Very good, super quality price ... especially at noon with the lunch menu, for me a certainty 😊👍 (Original) Buonissimo, qualità prezzo super...soprattutto a mezzogiorno col menù pranzo, x me una certezza 😊👍",4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURZdzR5SktREAE,Alessandro Serra,1,7,"(Translated by Google) For me and 'a 10 in all. Great hospitality ', great pizza, now I am a regular customer. (Original) Per me e' un 10 in tutto. Grande ospitalita' ,pizza ottima , ormai sono un cliente fisso.",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURZM2NtUWVnEAE,Lina Paduano,0,37,,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ0xHcTBBRRAB,mario d'errico,0,228,"(Translated by Google) Excellent Neapolitan pastry. I ate the sfogliatelle and the pastiera, really good. All desserts look inviting. Coffee is really good and the Passalacqua blend is a guarantee. The service is courteous and welcoming. I …",4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ0tHbUhREAE,Pamela Buglino,0,0,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURZdWFtcUJnEAE,Pierangelo Masarati,1,18,"(Translated by Google) Great pizza, welcoming staff. A warranty. (Original) Ottima pizza, personale accogliente. Una garanzia.",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURZc1pLS2JnEAE,Roberto Bianco,0,9,(Translated by Google) Great Pizza (Original) Ottima Pizza,3,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURneWRmZ1pBEAE,Donato Brienza,0,30,(Translated by Google) If you want to eat a good pizza you will surely be satisfied in the request. Friendly staff. The desserts are good and abundant. (Original) Se volete mangiare una pizza buona sarete sicuramente soddisfatti nella richiesta. Personale gentile. Buoni e abbondanti i dolci.,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ01tNnBnRRAB,Francesco Maria,1,3,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURZeHFXdnRRRRAB,Oliviero Ponte di Pino,0,8,,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURZMHJTNEh3EAE,Luca Tebano,0,58,(Translated by Google) Eat only the pizza the rest is almost inedible edible sea starter 'with seafood salad straight from the bin and old red prawns sticky ever in life (Original) Mangiate solo la pizza il resto è quasi non commestibile …,1,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ01tVWFREAE,Aldo Basili,0,204,(Translated by Google) A piece of Naples in Milan. Good pastry and coffee. Recommended. (Original) Un pezzo di Napoli a Milano. Buona la pasticceria e il caffè. Consigliato.,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ0xtQ2RREAE,Claudio De Rosalia,0,1,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURZdEtXS1ZBEAE,Alessandro Manias,0,0,,3,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURZLU03MUJ3EAE,silvia brambilla,0,483,(Translated by Google) Excellent trattoria and pizzeria (Original) Ottima trattoria e pizzeria,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ0ttazRRRRAB,T&L Liviu,1,2,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ05YSkJREAE,mª isabel salas buzon,0,105,(Translated by Google) It eats very well and a great deal (Original) Se come muy bien y un trato magnifico,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSUNZal8yZU53EAE,Pasquale Biondi,1,5,"(Translated by Google) Eat delicious, moderate prices, excellent service. The owner is an exquisite person. (Original) Mangiare buonissimo, prezzi modici, servizio eccellente. Il proprietario una persona squisita.",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUNZOTlMajVnRRAB,Massimo Colomo,1,29,"(Translated by Google) Truly outstanding, all good and well cooked, well done (Original) Veramente eccezionale, tutto buono e cucinato bene,bravi",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ09Pd19BRRAB,Alfredo D'Amato,0,52,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUNZLTg2c3lnRRAB,Sebastian Gayoso,0,22,"(Translated by Google) Excellent pizza, respects the Neapolitan tradition. Beautiful abundant. Possibility of filling board. A little pricey but for the area there is. (Original) Pizza ottima, rispetta la tradizione Napoletana. Bella abbondante. Possibilità di bordo ripieno. Un po' caruccio ma per la zona ci sta.",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ05uUHlBRRAB,Valeria Bordoni,0,63,(Translated by Google) Very good and fresh croissants but a bit chaotic (Original) Brioches molto buone e fresche ma posto un po' caotico,3,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ09PQ0pREAE,Connie Didomenico,1,1,(Translated by Google) Great (Original) Ottimo,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSUNZMnVudFRREAE,Monica Bona,1,21,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUNZcXZxdnRRRRAB,mimmo zaccaria,0,31,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ1BuelJ3EAE,Stefania Telesca,0,0,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURvcEwtZUpnEAE,Michele Vercellese,1,6,,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUNZM1BUT3ZnRRAB,Gabriele Acuto,0,34,"(Translated by Google) The 4 stars indicate a fast and efficient service, very good and abundant dishes, an adequately furnished room and without falls in style and above all dishes never discounted and without character, the extra star …",4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUNZak5Ub3lBRRAB,Curvera Curvera,0,58,"(Translated by Google) Eaten divinely, fish more than excellent, excellent wine, really moderate price, attentive and friendly staff. I will definitely return. (Original) Mangiato divinamente, pesce più che ottimo, vino eccellente, prezzo veramente moderato, personale attento e cordiale. Ci ritornerò sicuramente.",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUNZMUtISGhBRRAB,Pio Simone,1,2,,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ1BIeXVnRRAB,Michela Perino,0,24,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUNZNE9HSy1BRRAB,Andrea Parodi,0,45,,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURvdl9PdEdBEAE,fabio flamini,0,309,(Translated by Google) High-level restaurant for quality and service. It will be a pleasure to come back. He Deserves. (Original) Locale di alto livello per qualità e servizio. Sarà un piacere ritornarci. Merita.,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURvbDdtM2pnRRAB,Francesco Di Benedetto,0,16,,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURvaF8yQTB3RRAB,enrico pagliai,0,35,(Translated by Google) I liked good staff and congratulations to the owner of the excellent dishes (Original) Mi è piaciuto bravo lo staff e complimenti al titolare ottime le pietanze,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ1BtYzFRRRAB,ubaldo santambrogio,1,136,(Translated by Google) Very good pizzas in Neapolitan mode. (Original) Pizze molto buone in modalità napoletana.,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ04zaElnEAE,Mario Smorra,1,2,"(Translated by Google) I looked for a Risto - Neapolitan Pizzeria in Milan. What to write? Great for quality, price and courtesy. (Original) Ho cercato a Milano un Risto - Pizzeria napoletana. Cosa scrivere ? Ottimo per qualità, prezzo e cortesia.",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ0oyckxBEAE,Alessandro Santoro,0,69,(Translated by Google) Ok (Original) Ok,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ09YSjhnRRAB,Rai N,0,137,(Translated by Google) Perfect 👌 (Original) Perfetto 👌,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ1AzVTJ3RRAB,Matthew Edwards,1,3,Let me tell you this is absolutely delicious restaurant pizza is superb brilliant staff and love the little gifts sparkling wine and the melonchello is beautiful a brilliant experience.,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ0pHZURREAE,Sara M.,0,388,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ0tPdWdRRRAB,Nicolas Zalonis,1,3,"(Translated by Google) Great pizza, fantastic staff nothing more to add (Original) Ottima pizza, personale fantastico nulla di più da aggiungere",5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ09ILW13RRAB,Giulia Favini,0,82,"(Translated by Google) Small but nice restaurant, kind and prepared staff. Good value for money, Neapolitan specialties. Highly recommended, to come back definitely. (Original) Ristorante piccolo ma curato, personale gentile e preparato. …",4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURNZ09tZUhnEAE,enrica Achilli,0,4,,3,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURvcUtQTlB3EAE,Paolo Prandi,1,8,(Translated by Google) Excellent coffee and seasonal sweets of the Campania tradition. Highly recommended! (Original) Caffè eccellente e dolci stagionali della tradizione campana. Consigliatissimo!,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURNZ05HSXZBRRAB,Lucilla Nesta,0,0,,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURvNE5qek1REAE,Moreno Martinoli,0,0,,4,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURvb0lpak9REAE,Matilde Logiurato,0,59,Top,5,a,year,365,-1,False
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,697,True,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUNvcjdQS2pRRRAB,Mancini Andrea,0,0,,3,a,year,365,-1,False
La Piadineria,ChIJkaWZkEDBhkcRVzfDpBDB1f0,1.0,4.8,4,False,True,True,False,False,ChZDSUhNMG9nS0VJQ0FnSURDbGEyRlNBEAE,Simone Carlo,0,5,,5,5,months,150,6,True
La Piadineria,ChIJkaWZkEDBhkcRVzfDpBDB1f0,1.0,4.8,4,False,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSURDNlpYb3hnRRAB,Vanessa Gaio,1,1,(Translated by Google) Very high product quality. Kamut piadina with raw squacquerone cheese and fantastic rocket! (Original) Qualità del prodotto molto alta. Piadina di kamut con crudo squacquerone e rucola fantastica!,5,5,months,150,6,True
La Piadineria,ChIJkaWZkEDBhkcRVzfDpBDB1f0,1.0,4.8,4,False,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUNDOThtQ2pnRRAB,Arrigo Tesio,1,3,(Translated by Google) Excellent quality and hospitality (Original) Ottima la qualità e l'accoglienza,5,5,months,150,6,True
La Piadineria,ChIJkaWZkEDBhkcRVzfDpBDB1f0,1.0,4.8,4,False,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUM4b2JDQXVBRRAB,Luca Barattolo,0,64,(Translated by Google) Local mainly takeaway with good wraps and vati dough. (Original) Locale principalmente da asporto con buone piadine e vati impasti.,4,7,months,210,4,True
Mamma Lievito,ChIJRbkScjbBhkcRjXvsdjPKy8s,1.0,4.6,75,False,True,True,False,False,ChdDSUhNMG9nS0VJQ0FnSUR5dkpiczl3RRAB,IL MARCUS,0,15,"(Translated by Google) Excellent processing of pasta and ingredients, super kind and nice staff! (Original) Ottima lavorazione della pasta e degli ingredienti, personale super gentile e simpatico!",5,5,days,5,11,True
